Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF1CC1CA,2018.12,13806.468,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC1CA,2019.03,13704.407,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC1CA,2019.06,13035.873,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC1CA,2019.09,11170.665,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC1CA,2019.12,15202.125,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC1CA,2020.03,14554.796,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC1CA,2020.06,13611.426,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC1CA,2020.09,11354.265,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC1CA,2020.12,14450.272,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC1CA,2021.03,14066.305,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC1CA,2021.06,14238.983,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC1CA,2021.09,12297.488,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC1CA,2021.12,16382.914,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC1CS,2016.06,10645.553,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2016.09,10747.13,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2016.12,10993.248,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2017.03,11225.314,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2017.06,12123.915,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2017.09,12263.707,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2017.12,12472.72,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2018.03,12150.575,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2018.06,12505.668,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2018.09,12560.494,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2018.12,12561.363,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2019.03,13077.501,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2019.06,12938.466,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2019.09,13212.828,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2019.12,13846.452,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2020.03,13867.654,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2020.06,13508.853,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2020.09,13439.879,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2020.12,13173.379,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2021.03,13374.325,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2021.06,14147.437,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2021.09,14557.606,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CS,2021.12,14937.93,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC1CT,2016.06,10658.565,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2016.09,10756.396,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2016.12,10931.63,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2017.03,11379.945,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2017.06,11958.457,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2017.09,12368.59,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2017.12,12339.908,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2018.03,12311.078,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2018.06,12415.807,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2018.09,12536.783,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2018.12,12689.101,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2019.03,12913.098,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2019.06,13020.903,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2019.09,13280.2,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2019.12,13758.039,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2020.03,13835.536,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2020.06,13593.821,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2020.09,13355.268,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2020.12,13214.516,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2021.03,13450.676,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2021.06,14054.317,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2021.09,14564.356,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC1CT,2021.12,14943.408,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Food, Beverage and Tobacco Product Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CA,2016.06,586.399,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2016.09,577.941,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2016.12,571.523,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2017.03,572.279,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2017.06,553.194,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2017.09,541.03,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2017.12,592.754,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2018.03,530.018,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2018.06,556.048,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2018.09,541.341,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2018.12,565.895,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2019.03,527.25,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2019.06,549.739,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2019.09,524.132,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2019.12,516.651,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2020.03,444.847,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2020.06,348.318,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2020.09,503.119,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2020.12,475.924,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2021.03,468.887,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2021.06,490.221,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2021.09,451.072,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2021.12,529.063,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CS,2016.06,590.015,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2016.09,580.953,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2016.12,559.812,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2017.03,579.535,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2017.06,553.722,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2017.09,545.827,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2017.12,578.172,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2018.03,540.406,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2018.06,553.726,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2018.09,547.556,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2018.12,548.973,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2019.03,542.614,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2019.06,544.314,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2019.09,530.812,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2019.12,499.879,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2020.03,460.489,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2020.06,343.584,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2020.09,510.064,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2020.12,459.665,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2021.03,486.915,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2021.06,482.686,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2021.09,457.164,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CS,2021.12,511.522,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC2CT,2016.06,599.467,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2016.09,574.262,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2016.12,570.044,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2017.03,568.532,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2017.06,557.56,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2017.09,552.299,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2017.12,554.943,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2018.03,551.218,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2018.06,547.373,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2018.09,550.672,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2018.12,546.682,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2019.03,545.484,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2019.06,542.77,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2019.09,529.989,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2019.12,496.51,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2020.03,468.498,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2020.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2020.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
BDCQ.SF1CC2CT,2020.12,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Trend,
